frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_levl,general_standard_num
3775,巅,diān,"summit of mountain, mountain top",山,46.16,19,6,3461
3776,疣,yóu,wart; tumor; goiter; papule,疒,104.4,9,6,4309
3777,傩,nuó,rich,人,9.1,12,6,5215
3778,逵,kuí,"thoroughfare, crossroads",辵,162.8,11,6,4727
3779,耆,qí,"man of sixty; aged, old",老,125.4,10,6,4419
3780,蟋,xī,cricket,虫,142.11,17,6,3411
3781,鳄,è,alligator,魚,195.9,17,6,3424
3782,讹,é,"swindle, cheat; erroneous, wrong",言,149.4,6,6,555
3783,膺,yīng,"breast, chest; undertake, bear",肉,130.13,17,6,6289
3784,蹿,cuān,leap; to jump; to spurt out,足,157.12,19,6,6389
3785,筏,fá,raft,竹,118.6,12,6,2686
3786,釜,fǔ,"cauldron, pot, kettle",金,167.2,10,6,4586
3787,沂,yí,river in southeast Shandong,水,85.4,7,6,3775
3788,坯,pī,"dam, embankment; weir",土,32.5,8,6,956
3789,峦,luán,mountain range; pointed mountain,山,46.6,9,6,1615
3790,茬,chá,harvest,艸,140.6,9,6,1404
3791,摒,bǐng,"expel, cast off; arrange",手,64.11,12,6,5075
3792,蟀,shuài,cricket,虫,142.11,17,6,3412
3793,撵,niǎn,"drive away, expel, oust",手,64.12,15,6,3190
3794,浒,hǔ,"riverbank, shore",水,85.6,9,6,4345
3795,缤,bīn,"flourishing, thriving, abundant",糸,120.1,13,6,3047
3796,嵋,méi,Omei mountain in Sichuan,山,46.9,12,6,5176
3797,珑,lóng,a gem cut like dragon,玉,96.5,9,6,4087
3798,苞,bāo,"a variety of rush; firm, enduring; to burst forth",艸,140.5,8,6,1009
3799,瑾,jǐn,brilliance of gems; fine jade,玉,96.11,15,6,5851
3800,泵,bèng,pump,水,85.5,9,6,1452
3801,钾,jiǎ,potassium,金,167.5,10,6,1931
3802,暧,ài,"obscure, dim, ambiguous, vague",日,72.1,14,6,5700
3803,赓,gēng,continue,广,53.9,12,6,5260
3804,叟,sǒu,old man; elder,又,29.8,9,6,4260
3805,佚,yì,indulge in pleasures; flee,人,9.5,7,6,3731
3806,沓,dá,"connected, joined; repeated",水,85.4,8,6,3936
3807,撂,liào,"put down, put aside; drop",手,64.11,14,6,5633
3808,蛊,gǔ,poison; venom; harm; bewitch,虫,142.5,11,6,4836
3809,甥,shēng,nephew,生,100.7,12,6,2667
3810,璐,lù,beautiful variety of jade,玉,96.12,17,6,6197
3811,晏,yàn,"peaceful, quiet; clear; late in the day",日,72.6,10,6,4502
3812,瘪,biě,"shrivelled up, dried up; vexed",疒,104.1,15,6,3281
3813,漳,zhāng,name of a river in Henan,水,85.11,14,6,5809
3814,阉,yān,castrate; eunuch,門,169.8,11,6,4947
3815,蹂,róu,"trample under foot, tread on",足,157.9,16,6,3345
3816,鳃,sāi,fish gills,魚,195.9,17,6,6279
3817,琏,liǎn,vessel used to hold grain offerings,玉,96.7,11,6,4713
3818,湃,pài,sound of waves; turbulent,水,85.9,12,6,2762
3819,辘,lù,"windlass, pulley, capstan; wheel",車,159.11,15,6,5898
3820,僭,jiàn,"assume, usurp",人,9.12,14,6,5758
3821,躏,lìn,"trample down, oppress, overrun",足,157.14,21,6,3492
3822,鼾,hān,snore loudly,鼻,209.3,17,6,6264
3823,懵,měng,"stupid, ignorant, dull",心,61.16,18,6,6363
3824,镰,lián,sickle,金,167.13,18,6,3444
3825,寐,mèi,sleep; be asleep,宀,40.9,12,6,5302
3826,褚,chǔ,"bag, valise; stuff, pad; surname",衣,145.9,13,6,5597
3827,攥,zuàn,(coll.) hold; grip; grasp,手,64.2,23,6,6480
3828,涧,jiàn,"brook, mountain stream",水,85.7,10,6,2082
3829,蝙,biān,bat,虫,142.9,15,6,3251
3830,脐,qí,abdominal area of crab; navel,肉,130.6,10,6,1999
3831,辕,yuán,House,車,159.1,14,6,5686
3832,涣,huàn,scatter; scattered,水,85.7,10,6,2078
3833,杞,qǐ,willow; medlar tree; a small feudal state (Qi),木,75.3,7,6,3680
3834,煜,yù,"bright, shining, brilliant",火,86.9,13,6,5560
3835,骥,jì,thoroughbred horse; refined and,馬,187.16,19,6,6418
3836,傣,dǎi,the Dai minority living in South China,人,9.1,12,6,5208
3837,嗳,āi,interjection; exclamation,口,30.1,13,6,5470
3838,祯,zhēn,"lucky, auspicious, good omen",示,113.6,10,6,4673
3839,酉,yǒu,10th terrestrial branch; a wine vessel,酉,164,7,6,698
3840,秸,jiē,"stalks of millet, corn",禾,115.6,11,6,2312
3841,捺,nà,to press down heavily with the fingers,手,64.8,11,6,2165
3842,瑕,xiá,"flaw in gem; fault, defect",玉,96.9,13,6,5345
3843,鑫,xīn,used in names,金,167.16,24,6,6490
3844,馋,chán,"gluttonous, greedy; lewd, lecherous",食,184.9,12,6,2725
3845,窿,lóng,"mine shaft; cavity, hole",穴,116.12,16,6,3383
3846,楔,xiē,wedge; gatepost; foreword,木,75.9,13,6,5392
3847,胱,guāng,bladder,肉,130.6,10,6,4590
3848,荔,lì,lichee,艸,140.6,9,6,1421
3849,蟆,má,"frog, toad",虫,142.11,16,6,3346
3850,湍,tuān,"rapid water current, rapids",水,85.9,12,6,5283
3851,屹,yì,to rise high; to stand erect,山,46.3,6,6,435
3852,遐,xiá,"afar, distant; old, advanced in",辵,162.9,12,6,5315
3853,轲,kē,axle; personal name of mencius,車,159.5,9,6,4179
3854,镯,zhuó,"bracelet, armband; small bell",金,167.13,18,6,6346
3855,缰,jiāng,"reins, bridle",糸,120.13,16,6,3386
3856,桦,huà,type of birch,木,75.6,10,6,1842
3857,炖,dùn,heat with fire; stew,火,86.4,8,6,4005
3858,钡,bèi,barium,金,167.4,9,6,4241
3859,羚,líng,species of antelope,羊,123.5,11,6,2399
3860,啬,sè,"miserly, thrifty; stingy",十,24.9,11,6,4780
3861,诩,xǔ,"boast, brag; popular, well-known",言,149.6,8,6,4059
3862,绯,fēi,"scarlet, dark red, crimson; purpl",糸,120.8,11,6,5030
3863,掖,yē,"support with the arms; stick in, tuck in; fold up",手,64.8,11,6,4733
3864,箓,lù,book,竹,118.8,14,6,5753
3865,涸,hé,"dried up; exhausted, tired; dry",水,85.8,11,6,4973
3866,鸳,yuān,male mandarin duck (Aix galericulata),鳥,196.5,10,6,2010
3867,塾,shú,village school; private tutorage,土,32.11,14,6,5779
3868,呸,pēi,expression of reprimand,口,30.5,8,6,3902
3869,抡,lūn,"swing, brandish, flourish",手,64.4,7,6,635
3870,擞,sǒu,"shake, tremble, quake; flutter",手,64.13,16,6,6042
3871,熹,xī,"dim light, glimmer; warm, bright",火,86.12,16,6,6040
3872,坷,kě,"clod of earth, lump of soil",土,32.5,8,6,955
3873,瓮,wèng,earthen jar; jar for ashes,瓦,98.4,8,6,3975
3874,亘,gèn,"extend across, through; from",二,7.4,6,6,3585
3875,嗟,jiē,"sigh, alas",口,30.1,12,6,5157
3876,筵,yán,"bamboo mat; feast, banquet",竹,118.7,12,6,5206
3877,跛,bǒ,lame,足,157.5,12,6,2632
3878,汕,shàn,basket for catching fish; bamboo; Swatow (Shantou),水,85.3,6,6,3623
3879,欤,yú,"a final particle used to express admiration, doubt, surprise, or to mark a question",欠,76.3,7,6,3690
3880,壑,hè,"bed of torrent, narrow ravine",土,32.14,17,6,6223
3881,颍,yǐng,river in Anhui,水,85.8,12,6,5238
3882,溥,pǔ,"big, great, vast, wide; widespread",水,85.1,13,6,5571
3883,姗,shān,slander; ridicule; proceed slowly,女,38.5,8,6,4066
3884,踊,yǒng,"leap, jump",足,157.7,14,6,3104
3885,枭,xiāo,"owl thus, something evil",木,75.4,8,6,3991
3886,暄,xuān,"warm, comfortable; warm, genial",日,72.9,13,6,5449
3887,稷,jì,god of cereals; minister of agriculture,禾,115.1,15,6,5954
3888,跚,shān,"stagger, limp",足,157.5,12,6,5138
3889,涟,lián,flowing water; ripples; weeping,水,85.7,10,6,4647
3890,瀛,yíng,"sea, ocean",水,85.16,19,6,6414
3891,笙,shēng,small gourd-shaped musical instrument,竹,118.5,11,6,2320
3892,滕,téng,an ancient state in Shandong province; water bursting forth,水,85.1,15,6,5967
3893,踝,huái,ankle,足,157.8,15,6,5912
3894,贰,èr,number two,弋,56.6,9,6,1353
3895,瞰,kàn,"watch, spy; overlook; look down",目,109.12,16,6,6086
3896,恻,cè,"feel anguish, feel compassion",心,61.6,9,6,4354
3897,嚏,tì,sneeze,口,30.14,17,5,6225
3898,迢,tiáo,far; distant,辵,162.5,8,6,1331
3899,獗,jué,"unruly, wild, violent, lawless",犬,94.12,15,6,5975
3900,邯,hán,city in Hebei province; various,邑,163.5,7,6,3660
3901,睑,jiǎn,eyelid,目,109.7,12,6,5124
3902,赡,shàn,"support, aid; rich, elegant",貝,154.13,17,6,3414
3903,萦,yíng,"entangle, entwine, coil",艸,140.8,11,6,4767
3904,珥,ěr,"ear ornament; stick, insert",玉,96.6,10,6,4401
3905,酮,tóng,ketones,酉,164.6,13,6,5412
3906,璞,pú,"unpolished gem, uncarved gem",玉,96.12,16,6,6029
3907,羹,gēng,"soup, broth",羊,123.13,19,6,3469
3908,缄,jiān,"seal, close; bind; letter",糸,120.9,12,6,5330
3909,晾,liàng,air-dry; sun-dry,日,72.8,12,6,2625
3910,俸,fèng,"wages, salary, official emolument",人,9.8,10,6,4561
3911,媲,pì,"marry off, pair, match; compare",女,38.1,13,6,5606
3912,鸾,luán,fabulous bird,鳥,196.6,11,6,4934
3913,恿,yǒng,"instigate, incite; to alarm",心,61.7,11,6,5025
3914,蜿,wān,"creep, crawl",虫,142.8,14,6,5712
3915,犊,dú,calf; victim of sacrifice,牛,93.8,12,6,5196
3916,讷,nè,slow of speech; mumble; stammer,言,149.4,6,6,3634
3917,扈,hù,"escort, retinue; insolent",戶,63.7,11,6,4996
3918,蜈,wú,centipede,虫,142.7,13,6,2922
3919,翟,dí,surname; a kind of pheasant; plumes,羽,124.8,14,6,5838
3920,藕,ǒu,lotus root,艸,140.15,18,6,3437
3921,戌,xū,11th terrestrial branch,戈,62.2,6,6,387
3922,蓓,bèi,bud,艸,140.1,13,6,5376
3923,鋆,yún,gold; character used in personal name,金,167.7,15,6,5865
3924,谩,mán,"deceive, insult",言,149.11,13,6,5602
3925,谀,yú,"flatter, truckle",言,149.8,10,6,4675
3926,卯,mǎo,4th terrestrial branch; period from 5-7 a.m.,卩,26.3,5,6,291
3927,谙,ān,"versed in, fully acquainted with",言,149.9,11,6,5007
3928,岐,qí,high; majestic; fork in road,山,46.4,7,6,3713
3929,蝎,xiē,scorpion,虫,142.9,15,6,3248
3930,荼,tú,bitter vegetable,艸,140.7,10,6,4436
3931,镀,dù,"plate, coat, gild",金,167.9,14,6,3115
3932,椰,yē,"palm tree, coconut palm",木,75.9,12,6,2565
3933,甄,zhēn,"to examine, discern; to grade; a surname",瓦,98.9,13,6,5411
3934,蟾,chán,toad,虫,142.13,19,6,6392
3935,蹊,qī,"footpath, trail; track",足,157.1,17,6,6229
3936,泞,nìng,"mud; miry, muddy, stagnant",水,85.5,8,6,1254
3937,撸,lū,Lu,手,64.12,15,6,5864
3938,螃,páng,crab,虫,142.1,16,6,3347
3939,檬,méng,type of locust oracacia,木,75.14,17,6,3394
3940,猓,guǒ,monkey,犬,94.8,11,6,10006
3941,蔷,qiáng,rose,艸,140.11,14,6,5644
3942,羲,xī,"ancient emperor; breath, vapor",羊,123.1,16,6,6166
3943,瘸,qué,"lameness, paralysis of hands, leg",疒,104.11,16,6,3369
3944,蘸,zhàn,dip (a brush); remarry,艸,140.19,22,6,6466
3945,蔗,zhè,sugar cane,艸,140.11,14,6,3072
3946,傀,guī,"great, gigantic; puppet",人,9.1,11,6,4908
3947,蚌,bàng,"oysters, mussels; mother-of-pearl",虫,142.4,10,6,1898
3948,锢,gù,run metal into cracks; confine,金,167.8,13,6,5488
3949,遽,jù,"suddenly, unexpectedly; at once",辵,162.13,16,6,6082
3950,邃,suì,"profound, detailed; deep",辵,162.13,17,6,6300
3951,恚,huì,"anger, rage",心,61.6,10,6,4412
3952,皑,ái,brilliant white,白,106.6,11,6,4911
3953,锵,qiāng,"tinkle, clang, jingle",金,167.9,14,6,5738
3954,簌,sù,(of flower petals) falling,竹,118.11,17,6,6255
3955,焙,bèi,dry over slow fire; bake; roast,火,86.8,12,6,5274
3956,昊,hào,summer time; sky; heaven,日,72.4,8,6,3897
3957,鹳,guàn,"crane, grus japonensis; stork; Ciconia species (various)",鳥,196.17,22,6,6467
3958,睽,kuí,staring,目,109.9,14,6,5694
3959,刽,guì,"amputate, cut off",刀,18.6,8,6,3971
3960,鳖,biē,turtle,魚,195.11,19,6,3470
3961,噎,yē,choke; hiccup,口,30.12,15,6,5906
3962,呗,bei,final particle of assertion,口,30.4,7,6,3708
3963,寰,huán,"great domain, country, world",宀,40.13,16,6,6183
3964,唷,yō,final particle,口,30.8,11,6,4847
3965,殡,bìn,encoffin; embalm; funeral,歹,78.1,14,6,5683
3966,淖,nào,slush; mud,水,85.8,11,6,4970
3967,诰,gào,"inform, notify, admonish, order",言,149.7,9,6,4371
3968,恣,zì,"indulge oneself, unrestrained",心,61.6,10,6,4625
3969,睐,lài,squint at; sidelong glance,目,109.7,12,6,2612
3970,婵,chán,"beautiful, lovely, pretty, graceful",女,38.8,11,6,5021
3971,榈,lǘ,palm,木,75.9,13,6,5402
3972,氦,hài,helium,气,84.6,10,6,4550
3973,靳,jìn,Jin,革,177.4,13,6,5371
3974,蛹,yǒng,"chrysalis, larva",虫,142.7,13,6,5465
3975,鸯,yāng,female mandarin duck (Aix galericulata),鳥,196.5,10,6,1910
3976,惬,qiè,"be satisfied, be comfortable",心,61.8,11,6,4983
3977,蹙,cù,"urgent, suddenly; grieve, lament",足,157.11,18,6,6324
3978,诙,huī,"tease, joke with; ridicule, mock",言,149.6,8,6,4043
3979,眈,dān,"gloat, stare at; to delay, to loiter, to hinder",目,109.4,9,6,4194
3980,罡,gāng,the name of a certain stars; the god who is supposed to live in them,网,122.5,10,6,4522
3981,缮,shàn,"repair, mend; rewrite, transcribe",糸,120.12,15,6,6022
3982,胤,yìn,"heir, successor; progeny, posterity",肉,130.5,9,6,4302
3983,皋,gāo,the high land along a river,白,106.5,10,6,4579
3984,蛀,zhù,"insects that eat books, clothes",虫,142.5,11,6,2279
3985,偌,ruò,"thus, so, like, such",人,9.9,10,6,4564
3986,疵,cī,"flaw, fault, defect; disease",疒,104.5,11,6,4940
3987,绛,jiàng,deep red; river in Shanxi provinc,糸,120.6,9,6,4397
3988,葆,bǎo,"reserve, preserve; conceal",艸,140.9,12,6,5087
3989,黔,qián,black; Guizhou,黑,203.4,16,6,3353
3990,喙,huì,"beak, bill, snout; pant",口,30.9,12,6,5162
3991,烽,fēng,signal fire; tower where signal,火,86.7,11,6,4959
3992,儡,lěi,"puppet, dummy",人,9.15,17,6,6262
3993,佼,jiǎo,"beautiful, handsome, good-looking",人,9.6,8,6,3964
3994,斓,lán,multicolored,文,67.12,16,6,6161
3995,嫔,pín,court lady; palace maid,女,38.1,13,6,5608
3996,颚,è,jaw,頁,181.9,15,6,5931
3997,龈,kěn,gums,齒,211.6,14,6,5691
3998,盅,zhōng,small cup or bowl,皿,108.4,9,6,4213
3999,娓,wěi,"comply; complying, agreeable",女,38.7,10,6,4695
4000,坂,bǎn,"hillside, inconvenient places",土,32.4,7,6,3653
4001,町,tīng,raised path between fields,田,102.2,7,6,3706
4002,芥,jiè,mustard plant; mustard; tiny,艸,140.4,7,6,667
4003,瘠,jí,"thin, emaciated; barren",疒,104.1,15,6,5985
4004,阂,hé,blocked or separated; to prevent,門,169.6,9,6,4319
4005,挎,kuà,carry,手,64.6,9,6,1372
4006,橇,qiāo,a sledge for transportation,木,75.12,16,6,6058
4007,荟,huì,"luxuriant, flourishing, abundant",艸,140.6,9,6,4123
4008,啜,chuài,"sip, suck up; sob, weep",口,30.8,11,6,4854
4009,垛,duǒ,"heap, pile; pile up, heap up",土,32.6,9,6,1388
4010,淇,qí,river in Henan province,水,85.8,11,6,4965
4011,瓒,zàn,ceremonial libation cup,玉,96.16,20,6,6420
4012,篓,lǒu,bamboo basket,竹,118.9,15,6,3266
4013,虱,shī,louse; bug; parasite,虫,142.2,8,6,4071
4014,跻,jī,"ascend, go up, rise",足,157.6,13,6,5458
4015,龛,kān,"niche, shrine",龍,212.6,11,6,4919
4016,蹒,pán,to jump over; to limp,足,157.1,17,6,6228
4017,髯,rán,beard; mustache,髟,190.5,15,6,5859
4018,瞠,chēng,"look at, stare at, gaze at",目,109.11,16,6,6085
4019,痫,xián,"epilepsy, convulsions",疒,104.7,12,6,5258
4020,掂,diān,"heft, hold or weigh in palm",手,64.8,11,6,2183
4021,潼,tóng,"high, lofty; damp",水,85.12,15,6,6004
4022,酰,xiān,acyl,酉,164.6,13,6,5413
4023,镁,měi,magnesium,金,167.9,14,6,5739
4024,灸,jiǔ,cauterize with moxa; moxibustion,火,86.3,7,6,819
4025,腆,tiǎn,prosperous; good; protruding,肉,130.8,12,6,5230
4026,筱,xiǎo,Thin bamboo,竹,118.7,13,6,5504
4027,谆,zhūn,"patient, earnest; earnestly",言,149.8,10,6,2126
4028,骋,chěng,"gallop horse; hasten, hurry",馬,187.7,10,6,4702
4029,壬,rén,9th heavenly stem,士,33.1,4,6,124
4030,茗,míng,tea; tea plant,艸,140.6,9,6,4125
4031,椋,liáng,fruit,木,75.8,12,6,5101
4032,蛔,huí,tapeworm,虫,142.6,12,6,5147
4033,潺,chán,sound of flowing water,水,85.12,15,6,6005
4034,扉,fēi,door panel,戶,63.8,12,6,5304
4035,耘,yún,weed,耒,127.4,10,6,1767
4036,槟,bīn,"betel-nut, areca nut",木,75.1,14,6,5668
4037,雹,báo,hail,雨,173.5,13,6,2887
4038,甬,yǒng,path; river in Ningbo; Ningbo,用,101.2,7,6,3819
4039,谥,shì,to confer posthumous titles,言,149.1,12,6,5313
4040,淞,sōng,name of a river in Jiangsu,水,85.8,11,6,4967
4041,燎,liáo,"to burn, set afire; to illuminate; a signal lamp",火,86.12,16,6,6170
4042,蕙,huì,species of fragrant orchid,艸,140.12,15,6,5872
4043,蚪,dǒu,tadpole,虫,142.4,10,6,1902
4044,蜻,qīng,dragonfly,虫,142.8,14,6,3105
4045,郸,dān,county in Hebei province,邑,163.8,10,6,4636
4046,轶,yì,"rush forth; surpass, excel",車,159.5,9,6,4181
4047,狰,zhēng,"fierce-looking, ferocious",犬,94.6,9,6,1603
4048,楣,méi,crossbeam above or under gate,木,75.9,13,6,5406
4049,捋,lǚ,to pluck; to gather in the fingers; to rub; to scrape off,手,64.7,10,6,4422
4050,涓,juān,"brook, stream; select; pure",水,85.7,10,6,4652
4051,荪,sūn,"aromatic grass; iris, flower",艸,140.6,9,6,4135
4052,娄,lóu,surname; a constellation; to wear,女,38.6,9,6,1649
4053,麝,shè,musk deer,鹿,198.1,21,6,6456
4054,蚤,zǎo,flea; louse,虫,142.4,9,6,1749
4055,薰,xūn,a medicinal herb; to cauterize,艸,140.14,17,6,6209
4056,醮,jiào,religious service; Daoist or Buddhist ceremony,酉,164.12,19,6,6375
4057,搪,táng,"ward off, evade; parry; block",手,64.1,13,6,5358
4058,谧,mì,"calm, quiet, still; cautious",言,149.1,12,6,5314
4059,湮,yān,"bury, sink, block up; stain",水,85.9,12,6,5279
4060,辍,chuò,"stop, suspend, halt",車,159.8,12,6,5120
4061,瞌,kē,doze off; sleepy,目,109.1,15,6,5902
4062,梆,bāng,Rat-tat,木,75.7,10,6,1834
4063,樟,zhāng,camphor tree,木,75.11,15,6,3217
4064,茉,mò,white jasmine,艸,140.5,8,6,998
4065,岖,qū,"steep, sheer; rugged, rough",山,46.4,7,6,753
4066,臼,jiù,mortar; bone joint socket,臼,134,6,6,462
4067,癣,xuǎn,ringworms,疒,104.14,19,6,3467
4068,穑,sè,"farm, harvest grain; stingy",禾,115.11,16,6,6123
4069,玷,diàn,flaw in gem; flaw in character,玉,96.5,9,6,1357
4070,馍,mó,bread,食,184.1,13,6,2984
4071,呷,gā,"suck, swallow, drink",口,30.5,8,6,3912
4072,萼,è,the stem and calyx of a flower; a younger brother,艸,140.9,12,6,5086
4073,妩,wǔ,"charming, enchanting",女,38.4,7,6,3807
4074,伫,zhù,queue,人,9.4,6,6,3610
4075,彤,tóng,"red, vermilion; name of ancient",彡,59.4,7,6,817
4076,莓,méi,moss; edible berries,艸,140.7,10,6,4433
4077,岬,jiǎ,"cape; promontory, headland",山,46.5,8,6,3925
4078,媛,yuàn,"beauty, beautiful woman",女,38.9,12,6,5321
4079,惆,chóu,"distressed, regretful, sad",心,61.8,11,6,4989
4080,鳎,tǎ,sole,魚,195.1,18,6,6353
4081,啾,jiū,wailing of child; chirp,口,30.9,12,6,5154
4082,囔,nāng,"muttering, indistinct speech",口,30.22,25,6,6496
4083,蜓,tíng,dragonfly,虫,142.7,12,6,2636
4084,孺,rú,child; blood relation; affection,子,39.14,17,6,6304
4085,徇,xùn,"comply with, follow; display",彳,60.6,9,6,4269
4086,徵,zhēng,"summon, recruit; musical note",彳,60.12,15,6,5962
4087,焊,hàn,"weld, solder",火,86.7,11,6,2408
4088,岱,dài,"Daishan, one of the Five Sacred Mountains in China",山,46.5,8,6,3956
4089,昵,nì,"intimate, close; approach",日,72.5,9,6,4201
4090,卅,sà,"thirty, thirtieth",十,24.2,4,6,3512
4091,飙,biāo,"whirlwind, stormy gale",風,182.12,16,6,6074
4092,邙,máng,mountain in Henan province,邑,163.3,5,6,3552
4093,痞,pǐ,"dyspepsia, spleen infection",疒,104.7,12,6,5256
4094,隼,sǔn,aquiline (nose); a falcon,隹,172.2,10,6,4574
4095,恫,dòng,"in pain, sorrowful",心,61.6,9,6,4352
4096,怆,chuàng,"sad, broken-hearted, disconsolate",心,61.4,7,6,3791
4097,桀,jié,chicken roost; ancient emperor,木,75.6,10,6,4607
4098,绶,shòu,silk ribbon attached as a seal,糸,120.8,11,6,5035
4099,裆,dāng,crotch or seat of pants; pants,衣,145.6,11,6,4999
4100,盂,yú,basin; cup,皿,108.3,8,6,3833
4101,桧,guì,"Chinese cypress, Chinese juniper",木,75.6,10,6,4459
4102,蚓,yǐn,earthworm,虫,142.4,10,6,1903
4103,抠,kōu,"raise, lift up; tight-fisted",手,64.4,7,6,617
4104,嗷,áo,loud clamor; sound of wailing,口,30.11,13,6,5434
4105,槌,chuí,"hammer, mallet; strike, beat",木,75.1,13,6,5399
4106,痘,dòu,smallpox,疒,104.7,12,6,2731
4107,痢,lì,dysentery,疒,104.7,12,6,2732
4108,芮,ruì,Rui,艸,140.4,7,6,3666
4109,蚣,gōng,centipede,虫,142.4,10,6,1900
4110,闩,shuān,"bolt, latch, crossbar",門,169.1,4,6,3522
4111,铿,kēng,"strike, beat, stroke; jingling",金,167.7,12,6,5180
4112,飓,jù,"cyclone, typhoon, gale",風,182.8,12,6,5242
4113,疱,pào,acne,疒,104.5,10,6,4619
4114,蝌,kē,tadpole,虫,142.9,15,6,3249
4115,撅,juē,"protrude; snap, break; dig",手,64.12,15,6,5862
4116,蚯,qiū,earthworm,虫,142.5,11,6,2278
4117,斡,wò,"revolve, rotate, turn",斗,68.1,14,6,5657
4118,窠,kē,"nest; hole, indention; den",穴,116.8,13,6,5594
4119,荚,jiá,pods of leguminous plants; pods,艸,140.6,9,6,4109
4120,耷,dā,ears hanging down,耳,128.3,9,6,4172
4121,砚,yàn,inkstone,石,112.4,9,6,1453
4122,牒,dié,"documents, records; dispatch",片,91.9,13,6,5505
4123,赈,zhèn,"relieve, aid distressed; rich",貝,154.7,11,6,4863
4124,煦,xù,"kind, gentle, gracious, genial",火,86.9,13,6,5448
4125,嗫,niè,move lips as when speaking; hesitation,口,30.1,13,6,5442
4126,耙,bà,rake,耒,127.4,10,6,1769
4127,榕,róng,banyan tree,木,75.1,14,6,3083
4128,鞑,dá,tatars,革,177.6,15,6,5871
4129,袤,mào,"longitude, lengthwise; length",衣,145.5,11,6,4944
4130,谌,chén,"sincere, faithful; surname",言,149.9,11,6,4994
4131,醺,xūn,"get drunk, be intoxicated",酉,164.14,21,6,6450
4132,秆,gǎn,straw; stalk of grain,禾,115.3,8,6,1130
4133,徨,huáng,"doubtful, irresolute, vacillating",彳,60.9,12,6,5217
4134,橹,lǔ,"oar, scull; row, scull",木,75.12,16,6,6061
4135,翡,fěi,"kingfisher; emerald, jade",羽,124.8,14,6,5689
4136,缨,yīng,"a chin strap; tassel; to annoy, bother",糸,120.11,14,6,5845
4137,锹,qiāo,shovel,金,167.9,14,6,3113
4138,嵇,jī,mountain in Henan; surname,山,46.9,12,6,5201
4139,圪,gē,Ge,土,32.3,6,6,3572
4140,髻,jì,"hair rolled up in a bun, topknot",髟,190.6,16,6,6036
4141,嗬,hē,(Cant.) interrogative particle,口,30.1,13,6,5443
4142,辎,zī,"a supply cart, covered wagon, dray",車,159.8,12,6,5121
4143,痣,zhì,"spots, moles; birthmark",疒,104.7,12,6,5253
4144,娩,miǎn,give birth child; complaisant,女,38.7,10,6,4692
4145,谄,chǎn,"flatter, truckle, toady",言,149.8,10,6,4677
4146,蛐,qū,cricket; worm,虫,142.6,12,6,5146
4147,鹞,yào,sparrow hawk; kite shaped like,鳥,196.1,15,6,5965
4148,翱,áo,"soar, roam",羽,124.1,16,6,6131
4149,庖,páo,"kitchen; cooking, cuisine",广,53.5,8,6,3996
4150,籁,lài,bamboo flute; pipe; various sound,竹,118.13,19,6,6399
4151,蓿,xu,"clover, lucerne",艸,140.11,14,6,5656
4152,鳗,mán,eel,魚,195.11,19,6,6406
4153,疟,nüè,intermittent fever; malaria,疒,104.3,8,6,1213
4154,鲇,nián,"sheatfish, parasilurus asotus",魚,195.5,13,6,5527
4155,這,zhè,"this, the, here",辵,162.7,10,6,10007
4156,嚅,rú,talk indistinctly and falteringly,口,30.14,17,6,6226
4157,瘀,yū,"a hematoma, contusion; extravasted blood",疒,104.8,13,6,7572
4158,颔,hàn,"chin, jowl; give nod",頁,181.7,13,6,5516
4159,黜,chù,"dismiss; demote, downgrade",黑,203.5,17,6,6241
4160,黠,xiá,"sly, cunning, shrewd; artful",黑,203.6,18,6,6340
4161,濑,lài,swift current; rapids,水,85.13,16,6,6174
4162,馁,něi,"hungry, starving, famished",食,184.7,10,6,2013
4163,洵,xún,"true, real, truly, really",水,85.6,9,6,4344
4164,忐,tǎn,timorous; nervous,心,61.3,7,6,3694
4165,忑,tè,fearful; nervous; timid,心,61.3,7,6,3682
4166,砥,dǐ,a whetstone; to polish,石,112.5,10,6,4480
4167,咂,zā,"to suck, to smack the lips; (Cant.) to cheat",口,30.5,8,6,3901
4168,罹,lí,"sorrow, grief; incur, meet with",网,122.11,16,6,6109
4169,糠,kāng,"chaff, bran, husks; poor",米,119.11,17,6,3429
4170,匝,zā,full circle; encircle,匚,22.3,5,6,3534
4171,偃,yǎn,"cease, lay off, lay down",人,9.9,11,6,4905
4172,淙,cóng,gurgling sound of water,水,85.8,11,6,4979
4173,纫,rèn,"thread needle, sew stitch, string",糸,120.3,6,6,597
4174,喏,nuò,respectful reply of assent to superiors,口,30.9,11,6,4818
4175,闾,lǘ,village of twenty-five families,門,169.6,9,6,4317
4176,祛,qū,"expel, disperse, exorcise",示,113.5,9,6,4364
4177,蛰,zhé,to hibernate,虫,142.6,12,6,5073
4178,腼,miǎn,modest,肉,130.9,13,6,5519
4179,涝,lào,"inundate, flood; torrent",水,85.7,10,6,2067
4180,曜,yào,"glorious, as sun; daylight, sunlight; one of the seven planets of pre-modern astronomy (the sun, the moon, Mercury, Venus, Mars, Jupiter, and Saturn)",日,72.14,18,6,6331
4181,厩,jiù,stable; barnyard,厂,27.9,11,6,4800
4182,疽,jū,"ulcer, carbuncle, abscess",疒,104.5,10,6,4617
